genome_id	dog	bin_idx	read_hits	sample_hits	samples	bin_start	bin_stop
G000154205	No	144	79	16	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	674922	679642
G000154205	Yes	144	43	9	[10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101145,10317.000101242,10317.000101404]	674922	679642
G000154205	not provided	144	35	8	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000102740,10317.000102741]	674922	679642
G000154205	No	145	99	17	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101084,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	679642	684361
G000154205	Yes	145	58	10	[10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101404]	679642	684361
G000154205	not provided	145	57	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	679642	684361
G000154205	No	146	103	16	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	684361	689081
G000154205	Yes	146	74	11	[10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101404]	684361	689081
G000154205	not provided	146	71	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	684361	689081
G000154205	No	147	106	16	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101084,10317.000101096,10317.000101103,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	689081	693801
G000154205	Yes	147	58	9	[10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101145,10317.000101242,10317.000101404]	689081	693801
G000154205	not provided	147	70	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	689081	693801
G000154205	No	148	102	15	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	693801	698521
G000154205	Yes	148	64	10	[10317.000101074,10317.000101076,10317.000101100,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101404]	693801	698521
G000154205	not provided	148	62	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	693801	698521
G000154205	No	149	81	16	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101084,10317.000101096,10317.000101103,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	698521	703240
G000154205	Yes	149	39	10	[10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101404]	698521	703240
G000154205	not provided	149	59	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	698521	703240
G000154205	No	150	73	16	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	703240	707960
G000154205	Yes	150	47	11	[10317.000098435,10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101404]	703240	707960
G000154205	not provided	150	47	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	703240	707960
G000154205	No	151	93	16	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	707960	712680
G000154205	Yes	151	61	10	[10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101404]	707960	712680
G000154205	not provided	151	60	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	707960	712680
G000154205	No	152	46	13	[10317.000092644,10317.000094753,10317.000100524,10317.000101078,10317.000101084,10317.000101096,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	712680	717400
G000154205	Yes	152	28	11	[10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101404]	712680	717400
G000154205	not provided	152	17	6	[10317.000075986,10317.000101178,10317.000101211,10317.000101251,10317.000102740,10317.000102741]	712680	717400
G000154205	No	153	40	8	[10317.000094753,10317.000101078,10317.000101096,10317.000101104,10317.000101174,10317.000101198,10317.000101386,10317.000102791]	717400	722119
G000154205	Yes	153	24	6	[10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101124]	717400	722119
G000154205	not provided	153	15	3	[10317.000101178,10317.000101211,10317.000101251]	717400	722119
G000154205	No	154	42	10	[10317.000094753,10317.000100524,10317.000101078,10317.000101084,10317.000101096,10317.000101133,10317.000101174,10317.000101198,10317.000101386,10317.000102791]	722119	726839
G000154205	Yes	154	24	6	[10317.000101074,10317.000101076,10317.000101100,10317.000101114,10317.000101124,10317.000101145]	722119	726839
G000154205	not provided	154	17	4	[10317.000101178,10317.000101211,10317.000101251,10317.000102740]	722119	726839
G000154205	No	155	38	9	[10317.000094753,10317.000100524,10317.000101078,10317.000101096,10317.000101133,10317.000101174,10317.000101198,10317.000101386,10317.000102791]	726839	731559
G000154205	Yes	155	19	5	[10317.000101074,10317.000101076,10317.000101114,10317.000101124,10317.000101145]	726839	731559
G000154205	not provided	155	18	3	[10317.000101178,10317.000101211,10317.000101251]	726839	731559
G000154205	No	156	35	7	[10317.000094753,10317.000101078,10317.000101096,10317.000101174,10317.000101198,10317.000101386,10317.000102791]	731559	736278
G000154205	Yes	156	9	5	[10317.000101074,10317.000101076,10317.000101100,10317.000101114,10317.000101124]	731559	736278
G000154205	not provided	156	10	3	[10317.000101178,10317.000101211,10317.000101251]	731559	736278
G000154205	No	157	62	16	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	736278	740998
G000154205	Yes	157	33	9	[10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101242,10317.000101404]	736278	740998
G000154205	not provided	157	26	9	[10317.000075986,10317.000101094,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000102740,10317.000102741]	736278	740998
G000154205	No	158	72	15	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	740998	745718
G000154205	Yes	158	41	10	[10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101242,10317.000101404]	740998	745718
G000154205	not provided	158	39	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	740998	745718
G000154205	No	159	88	16	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	745718	750438
G000154205	Yes	159	51	11	[10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101404]	745718	750438
G000154205	not provided	159	60	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	745718	750438
G000154205	No	160	44	8	[10317.000092644,10317.000094753,10317.000100515,10317.000101078,10317.000101096,10317.000101104,10317.000101198,10317.000101386]	750438	755157
G000154205	Yes	160	24	6	[10317.000101076,10317.000101112,10317.000101114,10317.000101124,10317.000101132,10317.000101145]	750438	755157
G000154205	not provided	160	31	7	[10317.000075986,10317.000101178,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740]	750438	755157
G000154205	No	161	70	16	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101073,10317.000101078,10317.000101096,10317.000101103,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	755157	759877
G000154205	Yes	161	39	10	[10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101404]	755157	759877
G000154205	not provided	161	47	10	[10317.000075986,10317.000101094,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	755157	759877
G000154205	No	162	88	14	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	759877	764597
G000154205	Yes	162	55	10	[10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101404]	759877	764597
G000154205	not provided	162	52	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	759877	764597
G000154205	No	163	92	17	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101084,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	764597	769317
G000154205	Yes	163	63	12	[10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101262,10317.000101404]	764597	769317
G000154205	not provided	163	59	10	[10317.000075986,10317.000101094,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	764597	769317
G000154205	No	164	100	16	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101084,10317.000101096,10317.000101103,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	769317	774036
G000154205	Yes	164	48	10	[10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101404]	769317	774036
G000154205	not provided	164	61	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	769317	774036
G000154205	No	165	35	14	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	774036	778756
G000154205	Yes	165	26	8	[10317.000101076,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101145,10317.000101242,10317.000101404]	774036	778756
G000154205	not provided	165	31	9	[10317.000075986,10317.000101094,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102741]	774036	778756
G000154205	No	166	25	5	[10317.000101078,10317.000101096,10317.000101103,10317.000101104,10317.000101386]	778756	783476
G000154205	Yes	166	8	3	[10317.000101074,10317.000101076,10317.000101132]	778756	783476
G000154205	not provided	166	12	1	[10317.000101211]	778756	783476
G000154205	No	167	23	5	[10317.000101078,10317.000101084,10317.000101096,10317.000101103,10317.000101386]	783476	788196
G000154205	Yes	167	12	3	[10317.000101074,10317.000101076,10317.000101114]	783476	788196
G000154205	not provided	167	9	1	[10317.000101211]	783476	788196
G000154205	No	168	24	7	[10317.000100524,10317.000101078,10317.000101084,10317.000101096,10317.000101103,10317.000101104,10317.000101386]	788196	792915
G000154205	Yes	168	13	3	[10317.000101074,10317.000101076,10317.000101132]	788196	792915
G000154205	not provided	168	8	1	[10317.000101211]	788196	792915
G000154205	No	169	17	4	[10317.000101078,10317.000101096,10317.000101104,10317.000101386]	792915	797635
G000154205	Yes	169	6	2	[10317.000101074,10317.000101076]	792915	797635
G000154205	not provided	169	9	2	[10317.000101211,10317.000102741]	792915	797635
G000154205	No	170	20	4	[10317.000101078,10317.000101096,10317.000101104,10317.000101386]	797635	802355
G000154205	Yes	170	13	3	[10317.000101074,10317.000101076,10317.000101132]	797635	802355
G000154205	not provided	170	9	1	[10317.000101211]	797635	802355
G000154205	No	171	35	11	[10317.000035779,10317.000092644,10317.000100515,10317.000101078,10317.000101096,10317.000101103,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	802355	807075
G000154205	Yes	171	28	11	[10317.000098435,10317.000101074,10317.000101076,10317.000101100,10317.000101114,10317.000101119,10317.000101124,10317.000101145,10317.000101242,10317.000101262,10317.000101404]	802355	807075
G000154205	not provided	171	24	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	802355	807075
G000154205	No	172	107	15	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	807075	811794
G000154205	Yes	172	48	10	[10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101404]	807075	811794
G000154205	not provided	172	54	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	807075	811794
G000154205	No	173	98	15	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	811794	816514
G000154205	Yes	173	69	12	[10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101389,10317.000101404]	811794	816514
G000154205	not provided	173	54	10	[10317.000075986,10317.000101094,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	811794	816514
G000154205	No	174	107	15	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	816514	821234
G000154205	Yes	174	62	12	[10317.000098435,10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101262,10317.000101404]	816514	821234
G000154205	not provided	174	75	10	[10317.000075986,10317.000101094,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	816514	821234
G000154205	No	175	101	16	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	821234	825953
G000154205	Yes	175	57	11	[10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101404]	821234	825953
G000154205	not provided	175	62	10	[10317.000075986,10317.000101094,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	821234	825953
G000154205	No	176	105	16	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101084,10317.000101096,10317.000101103,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	825953	830673
G000154205	Yes	176	60	11	[10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101404]	825953	830673
G000154205	not provided	176	57	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	825953	830673
G000154205	No	177	111	15	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	830673	835393
G000154205	Yes	177	75	11	[10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101404]	830673	835393
G000154205	not provided	177	62	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	830673	835393
G000154205	No	178	98	15	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	835393	840113
G000154205	Yes	178	62	11	[10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101404]	835393	840113
G000154205	not provided	178	63	10	[10317.000075986,10317.000101094,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	835393	840113
G000154205	No	179	116	17	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101084,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	840113	844832
G000154205	Yes	179	46	11	[10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101404]	840113	844832
G000154205	not provided	179	58	10	[10317.000075986,10317.000101094,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	840113	844832
G000154205	No	180	28	13	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101104,10317.000101198,10317.000101250,10317.000101386,10317.000103679]	844832	849552
G000154205	Yes	180	21	9	[10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101124,10317.000101132,10317.000101145,10317.000101404]	844832	849552
G000154205	not provided	180	16	5	[10317.000075986,10317.000101211,10317.000101251,10317.000101252,10317.000102740]	844832	849552
G000154205	No	181	26	4	[10317.000094753,10317.000101078,10317.000101104,10317.000101386]	849552	854272
G000154205	Yes	181	19	6	[10317.000101074,10317.000101076,10317.000101100,10317.000101114,10317.000101132,10317.000101145]	849552	854272
G000154205	not provided	181	20	4	[10317.000101094,10317.000101211,10317.000102740,10317.000102741]	849552	854272
G000154205	No	182	20	7	[10317.000094753,10317.000100524,10317.000101078,10317.000101104,10317.000101133,10317.000101198,10317.000101386]	854272	858992
G000154205	Yes	182	19	4	[10317.000101076,10317.000101100,10317.000101114,10317.000101145]	854272	858992
G000154205	not provided	182	10	2	[10317.000101211,10317.000102740]	854272	858992
G000154205	No	183	15	4	[10317.000094753,10317.000101078,10317.000101133,10317.000101386]	858992	863711
G000154205	Yes	183	24	4	[10317.000101076,10317.000101100,10317.000101114,10317.000101132]	858992	863711
G000154205	not provided	183	13	3	[10317.000101211,10317.000102740,10317.000102741]	858992	863711
G000154205	No	184	13	4	[10317.000094753,10317.000101078,10317.000101133,10317.000101386]	863711	868431
G000154205	Yes	184	16	4	[10317.000101076,10317.000101100,10317.000101114,10317.000101132]	863711	868431
G000154205	not provided	184	17	3	[10317.000101211,10317.000102740,10317.000102741]	863711	868431
G000154205	No	185	92	17	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101073,10317.000101078,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	868431	873151
G000154205	Yes	185	47	10	[10317.000101074,10317.000101076,10317.000101100,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101404]	868431	873151
G000154205	not provided	185	43	10	[10317.000075986,10317.000101094,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	868431	873151
G000154205	No	186	111	17	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101084,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	873151	877871
G000154205	Yes	186	57	11	[10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101404]	873151	877871
G000154205	not provided	186	60	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	873151	877871
G000154205	No	187	116	16	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	877871	882590
G000154205	Yes	187	63	11	[10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101404]	877871	882590
G000154205	not provided	187	64	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	877871	882590
G000154205	No	188	69	15	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	882590	887310
G000154205	Yes	188	48	11	[10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101404]	882590	887310
G000154205	not provided	188	36	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	882590	887310
G000154205	No	189	115	15	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	887310	892030
G000154205	Yes	189	44	12	[10317.000098435,10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101404]	887310	892030
G000154205	not provided	189	57	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	887310	892030
G000154205	No	190	65	16	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101133,10317.000101174,10317.000101175,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	892030	896750
G000154205	Yes	190	50	11	[10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101132,10317.000101145,10317.000101242,10317.000101389,10317.000101404]	892030	896750
G000154205	not provided	190	30	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	892030	896750
G000154205	No	191	62	14	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101133,10317.000101174,10317.000101198,10317.000101386,10317.000102791,10317.000103679]	896750	901469
G000154205	Yes	191	45	10	[10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101145,10317.000101242,10317.000101404]	896750	901469
G000154205	not provided	191	56	10	[10317.000075986,10317.000101094,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	896750	901469
G000154205	No	192	110	16	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	901469	906189
G000154205	Yes	192	65	11	[10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101404]	901469	906189
G000154205	not provided	192	56	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	901469	906189
G000154205	No	193	94	15	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	906189	910909
G000154205	Yes	193	45	10	[10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101145,10317.000101242,10317.000101404]	906189	910909
G000154205	not provided	193	58	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	906189	910909
G000154205	No	194	101	15	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	910909	915628
G000154205	Yes	194	66	9	[10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101145,10317.000101242,10317.000101404]	910909	915628
G000154205	not provided	194	67	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	910909	915628
G000154205	No	195	98	15	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	915628	920348
G000154205	Yes	195	54	11	[10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101404]	915628	920348
